00000000,00000000,00000000,00000002
00000000,00000000,00000000,00000007
00000000,00000000,00000000,00000026
00000000,00000000,00000000,00000026
00000000,00000000,00000000,00000026
00000000,00000000,00000000,00000002
00000000,00000000,00000000,0000001e
00000000,00000000,00000000,00000066
00000000,00000000,00000000,0000002b
00000000,00000000,00000000,0000003d
00000000,00000000,00000000,00000001
00000000,00000000,00000000,0000000b
00000000,00000000,00000000,00000003
00000000,00000000,00000000,00000003
00000000,00000000,00000000,00000002
00000000,00000000,00000000,00000001
00000000,00000000,00000000,00000026
00000000,00000000,00000000,00000001
00000000,00000000,00000000,00000027
00000000,00000000,00000000,00000026
00000000,00000000,00000000,00000037
00000000,00000000,00000000,00000066
00000000,00000000,00000000,00000002
00000000,00000000,00000000,00000004
00000000,00000000,00000000,00000001
00000000,00000000,00000000,00000035
00000000,00000000,00000000,00000002
00000000,00000000,00000000,00000028
00000000,00000000,00000000,00000001
00000000,00000000,00000000,0000002c
00000000,00000000,00000000,00000001
00000000,00000000,00000000,0000002f
00000000,00000000,00000000,00000001
00000000,00000000,00000000,00000035
00000000,00000000,00000000,00000036
00000000,00000000,00000000,00000079
00000000,00000000,00000000,00000002
00000000,00000000,00000000,00000001
00000000,00000000,00000000,0000005b
00000000,00000000,00000000,00000026
00000000,00000000,00000000,00000026
00000000,00000000,00000000,00000029
00000000,00000000,00000000,00000039
00000000,00000000,00000000,00000004
00000000,00000000,00000000,00000009
00000000,00000000,00000000,00000002
00000000,00000000,00000000,00000027
00000000,00000000,00000000,00000002
00000000,00000000,00000000,00000002
00000000,00000000,00000000,00000001
00000000,00000000,00000000,00000002
00000000,00000000,00000000,00000001
00000000,00000000,00000000,0000002b
00000000,00000000,00000000,00000026
00000000,00000000,00000000,00000027
00000000,00000000,00000000,00000032
00000000,00000000,00000000,0000003e
00000000,00000000,00000000,00000003
00000000,00000000,00000000,00000005
00000000,00000000,00000000,00000001
00000000,00000000,00000000,00000003
00000000,00000000,00000000,00000001
00000000,00000000,00000000,00000026
00000000,00000000,00000000,0000002f
00000000,00000000,00000000,00000038
00000000,00000000,00000000,00000026
00000002,00000000,00000014,00000036
00000000,00000000,00000000,00000026
00000002,00000000,00000014,00000036
00000000,00000000,00000000,00000026
00000000,00000000,00000000,00000066
00000000,00000000,00000000,00000027
00000000,00000000,00000000,00000002
00000000,00000000,00000000,0000003e
00000000,00000000,00000000,00000001
00000000,00000000,00000000,00000008
00000000,00000000,00000000,00000001
00000000,00000000,00000000,00000029
00000000,00000000,00000000,00000001
00000000,00000000,00000000,00000001
00000000,00000000,00000000,0000002d
00000000,00000000,00000000,00000036
00000000,00000000,00000000,00000005
00000000,00000000,00000000,00000001
00000000,00000000,00000000,00000001
00000000,00000000,00000000,00000001
00000000,00000000,00000000,00000029
00000000,00000000,00000000,0000001d
00000000,00000000,00000000,00000001
00000000,00000000,00000000,00000003
00000000,00000000,00000000,00000002
00000000,00000000,00000000,00000029
00000000,00000000,00000000,00000002
00000000,00000000,00000000,00000026
00000000,00000000,00000000,00000001
00000000,00000000,00000000,00000050
00000000,00000000,00000000,00000036
00000000,00000000,00000000,00000027
00000002,00000000,00000014,00000038
00000000,00000000,00000000,00000027
00000002,00000000,00000014,00000035
00000000,00000000,00000000,00000068
00000000,00000000,00000000,00000001
00000000,00000000,00000000,0000005f
00000000,00000000,00000000,0000003e
00000000,00000000,00000000,0000004a
00000000,00000000,00000000,00000003
00000000,00000000,00000000,00000001
00000000,00000000,00000000,0000004e
00000000,00000000,00000000,00000035
00000000,00000000,00000000,00000002
00000000,00000000,00000000,00000005
00000000,00000000,00000000,00000029
00000000,00000000,00000000,00000001
00000000,00000000,00000000,0000002a
00000000,00000000,00000000,00000027
00000000,00000000,00000000,00000041
00000000,00000000,00000000,0000004a
00000000,00000000,00000000,00000002
00000000,00000000,00000000,0000001d
00000000,00000000,00000000,0000002d
00000000,00000000,00000000,00000001
00000000,00000000,00000000,00000046
00000000,00000000,00000000,0000002d
00000000,00000000,00000000,00000001
00000000,00000000,00000000,00000044
00000000,00000000,00000000,00000001
00000000,00000000,00000000,00000002
00000000,00000000,00000000,00000001
00000000,00000000,00000000,00000039
00000001,00000003,00000000,00000035
00000000,00000000,00000000,0000004a
00000000,00000000,00000000,00000001
00000000,00000000,00000000,00000028
00000000,00000000,00000000,00000035
00000000,00000000,00000000,0000002d
00000000,00000000,00000000,00000047
00000000,00000000,00000000,00000027
00000000,00000000,00000000,0000002a
00000002,00000000,0000000e,00000026
00000000,00000000,00000000,0000001d
00000000,00000000,00000000,00000029
00000000,00000000,00000000,00000001
00000000,00000000,00000000,0000002c
00000000,00000000,00000000,00000042
00000000,00000000,00000000,00000031
00000002,00000000,00000014,0000003a
00000000,00000000,00000000,00000035
00000000,00000000,00000000,0000002e
00000000,00000000,00000000,00000046
00000000,00000000,00000000,0000002e
00000002,00000000,00000014,0000003d
00000000,00000000,00000000,00000066
00000000,00000000,00000000,00000001
