00000001,00000400,00000001,00000006
00000001,00000768,00000002,00000002
00000002,00000768,00000002,00000003
00000001,00000738,00000002,00000002
00000001,00000400,00000002,00000002
00000001,00000400,00000001,00000002
00000001,00000780,00000003,00000002
00000001,00000788,00000002,00000002
00000001,00000720,00000001,00000003
00000002,00000798,00000002,00000003
00000001,000003f8,00000002,00000002
00000001,000003f0,00000003,00000002
00000001,00000798,00000002,00000002
00000001,000007b0,00000003,00000002
00000001,000007b8,00000002,00000003
00000001,00000798,00000002,00000002
00000001,000003f0,00000002,00000002
00000001,000003f0,00000002,00000002
00000001,000007a8,00000002,00000002
00000001,00000798,00000003,00000002
00000001,00000780,00000002,00000003
00000001,000007a8,00000002,00000003
00000001,000003e8,00000002,00000002
00000001,000003e8,00000003,00000002
00000001,00000790,00000003,00000002
00000001,00000798,00000002,00000003
00000001,000007d0,00000003,00000003
00000001,000007d0,00000002,00000002
00000001,000003e0,00000001,00000002
00000001,000003e8,00000002,00000002
00000001,000007c0,00000002,00000003
00000001,000007e8,00000003,00000003
00000001,000007e8,00000003,00000003
00000001,000007e8,00000003,00000003
00000001,000003f8,00000002,00000002
00000001,000003f0,00000002,00000002
00000001,000007e8,00000003,00000003
00000001,000007e8,00000003,00000003
00000001,000007e8,00000003,00000003
00000001,000007e8,00000003,00000002
00000001,00000400,00000001,00000002
00000001,000003f8,00000002,00000002
00000001,000007e8,00000003,00000003
00000001,000007e8,00000003,00000003
00000001,000007e0,00000002,00000003
00000001,000007b0,00000002,00000003
00000001,000003f0,00000002,00000002
00000001,000003f0,00000002,00000002
00000001,000007e8,00000003,00000003
00000001,000007e8,00000003,00000002
00000001,00000778,00000001,00000003
00000001,00000710,00000001,00000003
00000001,000003e8,00000002,00000002
00000001,000003e8,00000002,00000002
00000001,000007e0,00000002,00000003
00000001,000007b8,00000002,00000003
00000001,000006d0,00000002,00000003
00000001,000006b0,00000002,00000003
00000001,000003e0,00000001,00000002
00000001,000003e0,00000001,00000002
00000001,00000790,00000002,00000003
00000001,000007c0,00000002,00000003
00000001,000006d0,00000002,00000003
00000001,000006f8,00000002,00000003
00000001,000003f0,00000002,00000002
00000001,000003f0,00000002,00000002
00000001,000007e0,00000001,00000004
00000001,00000760,00000002,00000002
00000001,000006d0,00000001,00000003
00000001,00000728,00000003,00000002
00000001,000003f8,00000002,00000002
00000001,000003f8,00000002,00000002
00000001,00000778,00000003,00000002
00000001,00000780,00000002,00000002
00000001,00000720,00000001,00000003
00000002,00000790,00000002,00000003
00000001,00000400,00000001,00000002
00000001,000003f0,00000003,00000002
00000001,00000790,00000002,00000002
00000001,000007a8,00000002,00000002
00000001,000007b0,00000002,00000003
00000001,00000790,00000002,00000002
00000001,000003f0,00000002,00000002
00000001,000003f0,00000001,00000002
00000001,00000798,00000003,00000002
00000001,00000790,00000003,00000003
00000001,00000778,00000002,00000003
00000001,000007a8,00000002,00000003
00000001,000003e8,00000002,00000002
00000001,000003e0,00000002,00000002
00000001,00000790,00000003,00000002
00000001,00000798,00000002,00000003
00000001,000007d8,00000002,00000002
00000001,000007c8,00000002,00000002
00000001,000003e0,00000001,00000002
00000001,000003e8,00000001,00000002
00000001,000007c0,00000002,00000003
00000001,000007e8,00000003,00000003
00000002,000007e8,00000003,00000002
00000001,000007e0,00000003,00000002
00000001,000003f8,00000002,00000002
00000001,000003f8,00000002,00000002
00000001,000007e8,00000003,00000003
00000001,000007e8,00000003,00000003
00000001,000007e8,00000003,00000003
00000001,000007e8,00000002,00000002
00000001,00000400,00000001,00000002
00000001,000003f0,00000003,00000002
00000001,000007e8,00000003,00000003
00000001,000007e8,00000003,00000003
00000001,000007d8,00000002,00000003
00000001,000007b0,00000001,00000003
00000001,000003f0,00000002,00000002
00000001,000003f0,00000002,00000002
00000001,000007e8,00000003,00000003
00000001,000007e8,00000002,00000002
00000001,00000770,00000001,00000003
00000001,000006f8,00000002,00000003
00000001,000003e8,00000002,00000002
00000001,000003e8,00000002,00000002
00000001,000007d8,00000002,00000003
00000001,000007a8,00000002,00000003
00000001,000006c0,00000002,00000003
00000001,000006a0,00000002,00000003
00000001,000003e0,00000002,00000002
00000001,000003e0,00000002,00000002
00000001,00000780,00000001,00000003
00000001,000007c0,00000002,00000003
00000001,000006c0,00000002,00000003
00000001,000006e0,00000002,00000003
00000001,000003e8,00000002,00000002
00000001,000003e8,00000001,00000002
00000002,00000738,00000001,00000004
00000001,00000680,00000001,00000004
00000002,00000680,00000001,00000004
00000001,000005b0,00000002,00000002
00000002,000003f8,00000003,00000002
00000002,000003f0,00000003,00000002
00000002,00000780,00000001,00000004
00000001,000006e0,00000003,00000003
00000001,000005c8,00000002,00000003
00000001,000005f8,00000002,00000003
00000002,000003f0,00000003,00000002
00000001,000003f0,00000003,00000002
